,Time,Voltage
1073,88.66429,0.0579062
1074,88.74694,0.0578752
1075,88.82955,0.05783625
1076,88.91218,0.05779152
1077,88.9948,0.05777087
1078,89.07744,0.05774911
1079,89.16005,0.05772616
1080,89.24269,0.05769524
1081,89.32533,0.05767457
1082,89.40796,0.05764593
1083,89.49061,0.05762531
1084,89.57323,0.05758863
1085,89.65588,0.0575668
1086,89.7385,0.05754389
1087,89.82111,0.05751865
1088,89.90373,0.05750147
1089,89.98636,0.05746935
1090,90.06898,0.0574453
1091,90.15163,0.05741317
1092,90.23427,0.05739479
1093,90.3169,0.05736847
1094,90.39953,0.05734552
1095,90.48215,0.05733065
1096,90.56478,0.05730308
1097,90.64743,0.05728474
1098,90.73008,0.0572607
1099,90.81269,0.05723547
1100,90.89532,0.05721714
1101,90.97793,0.05718272
1102,91.06056,0.05716663
1103,91.14319,0.05715293
1104,91.22581,0.05713917
1105,91.30843,0.05711855
1106,91.39105,0.05710822
1107,91.47369,0.05709217
1108,91.55631,0.05707614
1109,91.63895,0.05705544
1110,91.72161,0.05703481
1111,91.80424,0.05701762
1112,91.88688,0.05700731
1113,91.96951,0.05698897
1114,92.05216,0.05697064
1115,92.13478,0.05695455
1116,92.21741,0.05693622
1117,92.30002,0.05692248
1118,92.38265,0.05689952
1119,92.46527,0.05688923
1120,92.5479,0.05687432
1121,92.63054,0.05684907
1122,92.71318,0.05683533
1123,92.79583,0.05681469
1124,92.87845,0.05679289
1125,92.96109,0.05677914
1126,93.04372,0.05675393
1127,93.12637,0.05672757
1128,93.20901,0.05671151
1129,93.29166,0.05669891
1130,93.37429,0.05668401
1131,93.45694,0.05666678
1132,93.53957,0.05666451
1133,93.62218,0.05664615
1134,93.70482,0.05663815
1135,93.78744,0.05662552
1136,93.87008,0.05661636
1137,93.95271,0.0566026
1138,94.03535,0.05659229
1139,94.11798,0.05657507
1140,94.20061,0.05656588
1141,94.28323,0.05655213
1142,94.36585,0.05653263
1143,94.44849,0.05652921
1144,94.53113,0.0565074
1145,94.61378,0.05649942
1146,94.69643,0.05648338
1147,94.77907,0.05646386
1148,94.8617,0.0564501
1149,94.94434,0.05643632
1150,95.02699,0.05641573
1151,95.10962,0.05638704
1152,95.19227,0.05637329
1153,95.2749,0.05636298
1154,95.35753,0.05634578
1155,95.44014,0.05631941
1156,95.52277,0.0563091
1157,95.6054,0.05629415
1158,95.68803,0.05628272
1159,95.77067,0.05627469
1160,95.85329,0.05626781
1161,95.93593,0.05624717
1162,96.01855,0.0562311
1163,96.10119,0.05621623
1164,96.18383,0.05620589
1165,96.26647,0.05618862
1166,96.34909,0.0561749
1167,96.43172,0.05615773
1168,96.51435,0.0561474
1169,96.59699,0.05613135
1170,96.67964,0.05612333
1171,96.76228,0.05610958
1172,96.84494,0.05609694
1173,96.92757,0.05608093
1174,97.0102,0.05607405
1175,97.09281,0.05606718
1176,97.17544,0.05606031
1177,97.25806,0.05606832
1178,97.34069,0.0560591
1179,97.42332,0.05606141
1180,97.50595,0.05605227
1181,97.58858,0.05605683
1182,97.67121,0.05605227
1183,97.75384,0.05604997
1184,97.83645,0.05604193
1185,97.91909,0.05604079
1186,98.0017,0.05603163
1187,98.08433,0.05602702
1188,98.16697,0.05602246
1189,98.2496,0.05601216
1190,98.33223,0.05599839
1191,98.41485,0.05598575
1192,98.49748,0.05598345
1193,98.58012,0.05597085
1194,98.66276,0.05596514
1195,98.7454,0.0559594
1196,98.82802,0.05594792
1197,98.91064,0.05593648
1198,98.99329,0.05592729
1199,99.0759,0.05591929
1200,99.15855,0.05591466
1201,99.2412,0.05590208
1202,99.32382,0.05588602
1203,99.40646,0.05587799
1204,99.48911,0.05586306
1205,99.57176,0.05585046
1206,99.6544,0.05583783
1207,99.73705,0.05583095
1208,99.81968,0.0558195
1209,99.90233,0.05581148
1210,99.98497,0.05580462
1211,100.0676,0.05579775
1212,100.1503,0.05579086
1213,100.2329,0.05579202
1214,100.3155,0.05578513
1215,100.3981,0.0557748
1216,100.4808,0.05577135
1217,100.5634,0.05576451
1218,100.646,0.05574958
1219,100.7286,0.05573467
1220,100.8113,0.05573583
1221,100.8939,0.05573127
1222,100.9765,0.0557232
1223,101.0591,0.05572091
1224,101.1417,0.05571404
1225,101.2244,0.05570372
1226,101.307,0.05569915
1227,101.3896,0.05568881
1228,101.4723,0.05567966
1229,101.5549,0.05567622
1230,101.6375,0.0556716
1231,101.7202,0.05566247
1232,101.8028,0.05564753
1233,101.8854,0.0556487
1234,101.9681,0.05563954
1235,102.0507,0.05563379
1236,102.1333,0.05562234
1237,102.2159,0.0556189
1238,102.2986,0.05561774
1239,102.3812,0.05561658
1240,102.4638,0.05561085
1241,102.5465,0.05560279
1242,102.6291,0.05560051
1243,102.7118,0.05559709
1244,102.7944,0.0555902
1245,102.877,0.05557986
1246,102.9597,0.05557871
1247,103.0423,0.05557183
1248,103.125,0.05556042
1249,103.2076,0.05555125
1250,103.2903,0.05553513
1251,103.3729,0.05553174
1252,103.4555,0.05552026
1253,103.5382,0.05551111
1254,103.6208,0.05550304
1255,103.7035,0.05549966
1256,103.7861,0.05549045
1257,103.8687,0.05549276
1258,103.9514,0.05548702
1259,104.034,0.05548475
1260,104.1166,0.0554721
1261,104.1993,0.05546751
1262,104.2819,0.05546067
1263,104.3645,0.05544691
1264,104.4471,0.05544116
1265,104.5298,0.05543316
1266,104.6124,0.05541482
1267,104.695,0.05539646
1268,104.7776,0.0553804
1269,104.8603,0.05536437
1270,104.9429,0.05535975
1271,105.0255,0.05535635
1272,105.1082,0.05533915
1273,105.1908,0.05531386
1274,105.2735,0.05530241
1275,105.3561,0.05528868
1276,105.4387,0.05527264
1277,105.5214,0.05526575
1278,105.604,0.05524625
1279,105.6867,0.05524741
1280,105.7693,0.05524283
1281,105.852,0.05523596
1282,105.9346,0.05522332
1283,106.0173,0.05520383
1284,106.0999,0.05519
1285,106.1825,0.05518091
1286,106.2651,0.05517173
1287,106.3477,0.05515226
1288,106.4304,0.05514308
1289,106.513,0.05513276
1290,106.5956,0.05513388
1291,106.6783,0.05513273
1292,106.7609,0.05512473
1293,106.8435,0.05511328
1294,106.9261,0.05510183
1295,107.0088,0.0550789
1296,107.0914,0.05507315
1297,107.174,0.05506169
1298,107.2567,0.05505022
1299,107.3393,0.05503759
1300,107.4219,0.05503987
1301,107.5046,0.05503987
1302,107.5872,0.05502729
1303,107.6699,0.05501471
1304,107.7525,0.05499743
1305,107.8351,0.05498138
1306,107.9178,0.05497337
1307,108.0004,0.0549619
1308,108.083,0.05494929
1309,108.1657,0.05494474
1310,108.2483,0.05494127
1311,108.331,0.05493898
1312,108.4136,0.05493327
1313,108.4962,0.0549138
1314,108.5789,0.05489884
1315,108.6615,0.0548805
1316,108.7442,0.05486446
1317,108.8268,0.05484843
1318,108.9094,0.05483695
1319,108.9921,0.05482318
1320,109.0747,0.05481515
1321,109.1573,0.05480598
1322,109.2399,0.05481629
1323,109.3226,0.05481287
1324,109.4052,0.05480025
1325,109.4878,0.05478419
1326,109.5705,0.05476355
1327,109.6531,0.05475209
1328,109.7357,0.05473832
1329,109.8184,0.05472001
1330,109.901,0.05470167
1331,109.9836,0.05469479
1332,110.0663,0.05469363
1333,110.1489,0.05468908
1334,110.2316,0.05467642
1335,110.3142,0.05465811
1336,110.3968,0.05464206
1337,110.4795,0.05462829
1338,110.5621,0.05461684
1339,110.6448,0.05460422
1340,110.7274,0.05459736
1341,110.81,0.05458584
1342,110.8926,0.05459388
1343,110.9752,0.05458699
1344,111.0579,0.05457669
1345,111.1405,0.05455606
1346,111.2231,0.05454343
1347,111.3057,0.05452504
1348,111.3884,0.05451934
1349,111.471,0.05451018
1350,111.5537,0.05450334
1351,111.6363,0.05448383
1352,111.7189,0.05447236
1353,111.8015,0.05446205
1354,111.8842,0.05445748
1355,111.9668,0.05445631
1356,112.0494,0.05445861
1357,112.1321,0.05444944
1358,112.2147,0.05443105
1359,112.2974,0.05441961
1360,112.38,0.05439784
1361,112.4626,0.05437719
1362,112.5453,0.05436457
1363,112.6279,0.05434851
1364,112.7106,0.05433358
1365,112.7932,0.05431179
1366,112.8758,0.05431183
1367,112.9585,0.05431531
1368,113.0411,0.05431988
1369,113.1238,0.05431642
1370,113.2064,0.05431985
1371,113.2891,0.05432785
1372,113.3717,0.05432218
1373,113.4544,0.05432215
1374,113.537,0.05431641
1375,113.6197,0.05431523
1376,113.7023,0.05431409
1377,113.7849,0.05431644
1378,113.8675,0.05431413
1379,113.9502,0.05431069
1380,114.0328,0.05431068
1381,114.1154,0.05430956
1382,114.1981,0.05429924
1383,114.2807,0.05429695
1384,114.3633,0.05429006
1385,114.446,0.05428661
1386,114.5286,0.05427284
1387,114.6112,0.0542706
1388,114.6939,0.05425911
1389,114.7765,0.05425109
1390,114.8591,0.05423963
1391,114.9418,0.0542304
1392,115.0244,0.05422354
1393,115.107,0.05422011
1394,115.1896,0.05421205
1395,115.2723,0.05421093
1396,115.3549,0.0542052
1397,115.4376,0.05419948
1398,115.5202,0.05419371
1399,115.6028,0.05418113
1400,115.6855,0.05417771
1401,115.7681,0.05417081
1402,115.8507,0.05416393
1403,115.9334,0.05415703
1404,116.016,0.05414443
1405,116.0986,0.05413872
1406,116.1813,0.05412495
1407,116.2639,0.05410778
1408,116.3466,0.05408712
1409,116.4292,0.0540768
1410,116.5119,0.0540745
1411,116.5945,0.05405618
1412,116.6771,0.05404356
1413,116.7598,0.05404013
1414,116.8424,0.0540298
1415,116.9251,0.05401948
1416,117.0077,0.05401602
1417,117.0903,0.05401258
1418,117.173,0.05400686
1419,117.2556,0.05400456
1420,117.3382,0.05398849
1421,117.4208,0.05397703
1422,117.5034,0.05396785
1423,117.5861,0.05396102
1424,117.6687,0.05394612
1425,117.7514,0.05393464
1426,117.834,0.05392316
1427,117.9166,0.05391397
1428,117.9993,0.05389791
1429,118.0819,0.05388417
1430,118.1645,0.0538624
1431,118.2472,0.05385209
1432,118.3298,0.05383605
1433,118.4125,0.05382456
1434,118.4951,0.05381539
1435,118.5777,0.05380281
1436,118.6604,0.05378789
1437,118.743,0.05377642
1438,118.8257,0.05376494
1439,118.9083,0.05375462
1440,118.9909,0.05375809
1441,119.0736,0.05374662
1442,119.1562,0.05373056
1443,119.2389,0.05372594
1444,119.3215,0.05371905
1445,119.4041,0.05370988
1446,119.4867,0.05370303
1447,119.5694,0.05369043
1448,119.652,0.05367093
1449,119.7346,0.05365947
1450,119.8172,0.05363771
1451,119.8998,0.0536308
1452,119.9825,0.05361246
1453,120.0651,0.05359185
1454,120.1477,0.05357693
1455,120.2304,0.05357004
1456,120.313,0.05355168
1457,120.3956,0.05353105
1458,120.4783,0.05352762
1459,120.5609,0.05351614
1460,120.6435,0.05349552
1461,120.7262,0.05349093
1462,120.8088,0.05347948
1463,120.8914,0.05347256
1464,120.9741,0.05346455
1465,121.0567,0.05345307
1466,121.1394,0.05344617
1467,121.222,0.0534359
1468,121.3046,0.05343014
1469,121.3873,0.05341639
1470,121.4699,0.05339808
1471,121.5525,0.05338317
1472,121.6351,0.05335678
1473,121.7178,0.05333385
1474,121.8004,0.05330637
1475,121.8831,0.05328572
1476,121.9657,0.05326049
1477,122.0484,0.0532295
1478,122.131,0.0532192
1479,122.2136,0.05319397
1480,122.2963,0.05318251
1481,122.3789,0.0531596
1482,122.4616,0.0531424
1483,122.5442,0.05312863
1484,122.6268,0.05311486
1485,122.7094,0.05311484
1486,122.7921,0.05310454
1487,122.8747,0.05309423
1488,122.9573,0.05308048
1489,123.0399,0.05308164
1490,123.1226,0.05308388
1491,123.2052,0.05308962
1492,123.2878,0.05308049
1493,123.3705,0.05306558
1494,123.4531,0.05305414
1495,123.5357,0.05303921
1496,123.6184,0.05301856
1497,123.701,0.05301858
1498,123.7836,0.0530243
1499,123.8663,0.05302544
1500,123.9489,0.05301972
1501,124.0315,0.0530197
1502,124.1141,0.05301971
1503,124.1968,0.05302433
1504,124.2794,0.05302544
1505,124.3621,0.05302428
1506,124.4447,0.05302658
1507,124.5273,0.05302656
1508,124.61,0.05302315
1509,124.6926,0.05301971
1510,124.7752,0.05301629
1511,124.8579,0.05300826
1512,124.9405,0.05300368
1513,125.0231,0.05300826
1514,125.1058,0.05300823
1515,125.1884,0.05300022
1516,125.271,0.0530048
1517,125.3537,0.05300482
1518,125.4363,0.05299908
1519,125.519,0.05299793
1520,125.6016,0.05299791
1521,125.6842,0.05299335
1522,125.7668,0.05299331
1523,125.8495,0.05299104
1524,125.9321,0.05298645
1525,126.0147,0.05298302
1526,126.0974,0.05297386
1527,126.18,0.05297385
1528,126.2627,0.05296584
1529,126.3453,0.05295895
1530,126.4279,0.05296467
1531,126.5106,0.05296239
1532,126.5932,0.05295432
1533,126.6758,0.05294285
1534,126.7585,0.05293485
1535,126.8411,0.05293604
1536,126.9238,0.05292341
1537,127.0064,0.05292342
1538,127.0891,0.05291192
1539,127.1717,0.05290506
1540,127.2544,0.05290505
1541,127.337,0.05289131
1542,127.4196,0.05288552
1543,127.5023,0.05288326
1544,127.5849,0.05287639
1545,127.6676,0.05286606
1546,127.7502,0.05286381
1547,127.8329,0.0528569
1548,127.9155,0.05285004
1549,127.9981,0.05284544
1550,128.0808,0.05283055
1551,128.1634,0.05282598
1552,128.246,0.05281565
1553,128.3286,0.05280991
1554,128.4112,0.05280071
1555,128.4939,0.05278811
1556,128.5765,0.05277893
1557,128.6591,0.05277435
1558,128.7418,0.05276059
1559,128.8244,0.05275258
1560,128.907,0.05274798
1561,128.9897,0.05272964
1562,129.0723,0.05272048
1563,129.1549,0.05271358
1564,129.2376,0.05270785
1565,129.3202,0.05269869
1566,129.4028,0.0526941
1567,129.4855,0.05269068
1568,129.5681,0.05267919
1569,129.6507,0.05267574
1570,129.7334,0.05266428
1571,129.816,0.05266085
1572,129.8987,0.05265512
1573,129.9813,0.05264827
1574,130.0639,0.05263449
1575,130.1466,0.05263335
1576,130.2292,0.05262417
1577,130.3118,0.05261381
1578,130.3945,0.0526081
1579,130.4771,0.05260465
1580,130.5597,0.05259321
1581,130.6424,0.0525829
1582,130.725,0.05257602
1583,130.8077,0.05257257
1584,130.8903,0.05255997
1585,130.973,0.05255999
1586,131.0556,0.05254736
1587,131.1382,0.05253816
1588,131.2208,0.05253015
1589,131.3035,0.05251983
1590,131.3861,0.05251411
1591,131.4687,0.05250377
1592,131.5513,0.05250263
1593,131.634,0.05249574
1594,131.7166,0.05249002
1595,131.7992,0.05247625
1596,131.8819,0.05246938
1597,131.9645,0.05245447
1598,132.0471,0.0524499
1599,132.1298,0.05244301
1600,132.2124,0.05243268
1601,132.295,0.05242927
1602,132.3777,0.0524201
1603,132.4603,0.05240402
1604,132.5429,0.05239946
1605,132.6256,0.05238571
1606,132.7082,0.05237878
1607,132.7909,0.05236616
1608,132.8735,0.05236044
1609,132.9561,0.05235011
1610,133.0388,0.05234553
1611,133.1214,0.05233524
1612,133.204,0.05233179
1613,133.2867,0.05231686
1614,133.3693,0.05230199
1615,133.452,0.05230196
1616,133.5346,0.05228939
1617,133.6172,0.05228243
1618,133.6999,0.05227098
1619,133.7825,0.05225839
1620,133.8652,0.05225383
1621,133.9478,0.05224927
1622,134.0304,0.05224006
1623,134.113,0.05222973
1624,134.1957,0.0522286
1625,134.2783,0.0522206
1626,134.3609,0.05220798
1627,134.4436,0.05219539
1628,134.5262,0.05218616
1629,134.6088,0.05218043
1630,134.6914,0.05217702
1631,134.7741,0.05217588
1632,134.8567,0.05216672
1633,134.9393,0.05215869
1634,135.0219,0.05214491
1635,135.1046,0.05213343
1636,135.1872,0.05213229
1637,135.2699,0.05212772
1638,135.3525,0.05212542
1639,135.4351,0.05212429
1640,135.5177,0.05212083
1641,135.6004,0.05210363
1642,135.683,0.05210133
1643,135.7657,0.05210022
1644,135.8483,0.05209332
1645,135.9309,0.05209676
1646,136.0136,0.05208984
1647,136.0962,0.05209331
1648,136.1788,0.05207726
1649,136.2615,0.05207841
1650,136.3441,0.05206925
1651,136.4267,0.05205892
1652,136.5094,0.05205312
1653,136.592,0.05206121
1654,136.6747,0.05205549
1655,136.7573,0.05204627
1656,136.8399,0.05204403
1657,136.9226,0.05204519
1658,137.0052,0.0520406
1659,137.0878,0.05203371
1660,137.1705,0.05202683
1661,137.2531,0.05201535
1662,137.3358,0.05200733
1663,137.4184,0.05199816
1664,137.5011,0.05197866
1665,137.5837,0.05196949
1666,137.6663,0.05194766
1667,137.7489,0.05193279
1668,137.8316,0.05190527
1669,137.9142,0.05188808
1670,137.9968,0.05189269
1671,138.0794,0.05190301
1672,138.1621,0.05190073
1673,138.2447,0.05189038
1674,138.3273,0.05188923
1675,138.4099,0.05188465
1676,138.4926,0.05187547
1677,138.5752,0.05186172
1678,138.6578,0.05185026
1679,138.7405,0.05183422
1680,138.8231,0.05182389
1681,138.9057,0.05182385
1682,138.9884,0.05180896
1683,139.071,0.05181016
1684,139.1536,0.0518113
1685,139.2363,0.05180554
1686,139.3189,0.05179866
1687,139.4015,0.0517941
1688,139.4842,0.05178607
1689,139.5668,0.05177345
1690,139.6494,0.05178145
1691,139.7321,0.05178144
1692,139.8147,0.05176655
1693,139.8973,0.05175051
1694,139.98,0.0517253
1695,140.0626,0.05170809
1696,140.1452,0.05168517
1697,140.2279,0.05168631
1698,140.3105,0.05167943
1699,140.3932,0.05167599
1700,140.4758,0.05167142
1701,140.5584,0.05167256
1702,140.6411,0.05166796
1703,140.7237,0.05166341
1704,140.8063,0.05166109
1705,140.889,0.05165651
1706,140.9716,0.05165189
1707,141.0542,0.05163928
1708,141.1368,0.05162898
1709,141.2195,0.05162669
1710,141.3021,0.05161295
1711,141.3847,0.05160493
1712,141.4674,0.05160147
1713,141.55,0.05159574
1714,141.6326,0.05159
1715,141.7153,0.05158536
1716,141.7979,0.05157621
1717,141.8805,0.05156703
1718,141.9631,0.05156709
1719,142.0458,0.05155674
1720,142.1284,0.05155905
1721,142.2111,0.05156134
1722,142.2937,0.05155334
1723,142.3763,0.05153269
1724,142.459,0.05151201
1725,142.5416,0.05152351
1726,142.6242,0.05150861
1727,142.7069,0.05150286
1728,142.7895,0.05150171
1729,142.8721,0.05149599
1730,142.9548,0.05149708
1731,143.0374,0.05149253
1732,143.1201,0.05148798
1733,143.2027,0.05149485
1734,143.2854,0.05149827
1735,143.368,0.05149139
1736,143.4506,0.05148108
1737,143.5333,0.05147881
1738,143.6159,0.05147079
1739,143.6985,0.05146849
1740,143.7812,0.05147421
1741,143.8638,0.05145128
1742,143.9464,0.05146274
1743,144.0291,0.05145928
1744,144.1117,0.05145356
1745,144.1944,0.05144325
1746,144.277,0.05144899
1747,144.3596,0.05145128
1748,144.4423,0.05145357
1749,144.5249,0.0514398
1750,144.6075,0.05143633
1751,144.6902,0.05143522
1752,144.7728,0.05142722
1753,144.8555,0.05142609
1754,144.9381,0.05142488
1755,145.0208,0.05141455
1756,145.1034,0.05140885
1757,145.186,0.05139855
1758,145.2687,0.05138016
1759,145.3513,0.05138132
1760,145.4339,0.05137897
1761,145.5166,0.05137213
1762,145.5992,0.0513492
1763,145.6818,0.05133545
1764,145.7645,0.05132857
1765,145.8471,0.05132172
1766,145.9297,0.05129649
1767,146.0123,0.0512816
1768,146.095,0.05126782
1769,146.1776,0.05125866
1770,146.2603,0.05124491
1771,146.3429,0.05123574
1772,146.4255,0.05121396
1773,146.5082,0.05119674
1774,146.5908,0.05118643
1775,146.6734,0.0511807
1776,146.7561,0.05117955
1777,146.8387,0.05116121
1778,146.9214,0.05114058
1779,147.004,0.05112222
1780,147.0866,0.05112224
1781,147.1693,0.05112565
1782,147.2519,0.05112564
1783,147.3345,0.05113253
1784,147.4172,0.05113595
1785,147.4998,0.05113142
1786,147.5825,0.05111076
1787,147.6651,0.05110503
1788,147.7478,0.0511073
1789,147.8304,0.05110158
1790,147.913,0.05109354
1791,147.9957,0.05108779
1792,148.0783,0.05108093
1793,148.1609,0.05108208
1794,148.2435,0.05108097
1795,148.3262,0.05107295
1796,148.4088,0.05106377
1797,148.4914,0.0510557
1798,148.574,0.05105458
1799,148.6567,0.05105001
1800,148.7393,0.0510523
1801,148.8219,0.05103395
1802,148.9045,0.05100529
1803,148.9872,0.05097548
1804,149.0698,0.05095598
1805,149.1524,0.05094221
1806,149.2351,0.05093533
1807,149.3177,0.05092386
1808,149.4004,0.05091469
1809,149.483,0.05090212
1810,149.5656,0.05088718
1811,149.6483,0.05088605
1812,149.7309,0.05088949
1813,149.8135,0.05087575
1814,149.8962,0.05086425
1815,149.9788,0.05084592
1816,150.0614,0.05084821
1817,150.1441,0.0508482
1818,150.2267,0.05084936
1819,150.3094,0.05083098
1820,150.392,0.05082069
1821,150.4747,0.05081726
1822,150.5573,0.050823
1823,150.6399,0.05082185
1824,150.7226,0.05080809
1825,150.8052,0.05079777
1826,150.8879,0.05078852
1827,150.9705,0.05079658
1828,151.0532,0.05079889
1829,151.1358,0.05079316
1830,151.2184,0.05078172
1831,151.3011,0.05077025
1832,151.3837,0.05077136
1833,151.4663,0.05076909
1834,151.5489,0.05076107
1835,151.6316,0.0507496
1836,151.7142,0.05074159
1837,151.7968,0.05073816
1838,151.8795,0.05074045
1839,151.9621,0.05074846
1840,152.0447,0.0507565
1841,152.1274,0.05076108
1842,152.21,0.05078289
1843,152.2926,0.05079663
1844,152.3753,0.05079892
1845,152.4579,0.05079546
1846,152.5405,0.05079085
1847,152.6232,0.0507966
1848,152.7058,0.05080692
1849,152.7885,0.05080462
1850,152.8711,0.05080696
1851,152.9538,0.05080234
1852,153.0364,0.05081609
1853,153.1191,0.05082066
1854,153.2017,0.05083099
1855,153.2844,0.05082528
1856,153.367,0.05081494
1857,153.4497,0.05081721
1858,153.5323,0.05082984
1859,153.6149,0.05084018
1860,153.6976,0.05083332
1861,153.7802,0.05082757
1862,153.8629,0.05082528
1863,153.9455,0.05082299
1864,154.0282,0.05081955
1865,154.1108,0.05080121
1866,154.1935,0.05078973
1867,154.2761,0.05079663
1868,154.3588,0.05081268
1869,154.4414,0.05080808
1870,154.524,0.05079431
1871,154.6067,0.05077362
1872,154.6893,0.05076216
1873,154.7719,0.0507519
1874,154.8545,0.05075076
1875,154.9372,0.05074732
1876,155.0198,0.05074273
1877,155.1024,0.0507393
1878,155.185,0.05075648
1879,155.2677,0.05076106
1880,155.3503,0.05075302
1881,155.4329,0.05074158
1882,155.5155,0.05072555
1883,155.5982,0.05072211
1884,155.6808,0.05071748
1885,155.7634,0.05070717
1886,155.846,0.05070376
1887,155.9287,0.05069458
1888,156.0113,0.05067963
1889,156.094,0.05068195
1890,156.1766,0.05067506
1891,156.2592,0.05067164
1892,156.3419,0.05067737
1893,156.4245,0.05067853
1894,156.5071,0.05067968
1895,156.5897,0.05067049
1896,156.6724,0.05066593
1897,156.755,0.05065674
1898,156.8377,0.05066131
1899,156.9203,0.05066706
1900,157.0029,0.05065789
1901,157.0855,0.05064641
1902,157.1682,0.05063725
1903,157.2508,0.05063033
1904,157.3334,0.0506189
1905,157.416,0.05062117
1906,157.4987,0.05061202
1907,157.5813,0.05059138
1908,157.664,0.05059025
1909,157.7466,0.05057419
1910,157.8292,0.05057646
1911,157.9119,0.05056616
1912,157.9945,0.05054324
1913,158.0771,0.05052602
1914,158.1598,0.05052032
1915,158.2424,0.05050999
1916,158.3251,0.05049966
1917,158.4078,0.050518
1918,158.4904,0.05050425
1919,158.573,0.0505088
1920,158.6557,0.05050421
1921,158.7383,0.05049851
1922,158.8209,0.05049852
1923,158.9036,0.05050192
1924,158.9862,0.05051112
1925,159.0688,0.05051227
1926,159.1515,0.05050538
1927,159.2342,0.05049735
1928,159.3168,0.05049508
1929,159.3994,0.05048934
1930,159.482,0.0504905
1931,159.5647,0.05048244
1932,159.6473,0.0504893
1933,159.7299,0.05049851
1934,159.8125,0.05049049
1935,159.8952,0.050471
1936,159.9778,0.05046526
1937,160.0604,0.05047099
1938,160.143,0.05046641
1939,160.2257,0.0504595
1940,160.3083,0.05044691
1941,160.3909,0.05043889
1942,160.4735,0.0504343
1943,160.5562,0.05045151
1944,160.6388,0.05046526
1945,160.7214,0.05046409
1946,160.8041,0.05045838
1947,160.8867,0.0504584
1948,160.9693,0.05046642
1949,161.0519,0.05046869
1950,161.1345,0.05046524
1951,161.2172,0.05045833
1952,161.2998,0.05046638
1953,161.3824,0.05047554
1954,161.4651,0.05046868
1955,161.5477,0.05045723
1956,161.6303,0.05045495
1957,161.7129,0.05045837
1958,161.7956,0.05045262
1959,161.8782,0.05044347
1960,161.9608,0.05043315
1961,162.0434,0.050432
1962,162.1261,0.05043199
1963,162.2087,0.05042854
1964,162.2913,0.05042514
1965,162.374,0.0503999
1966,162.4566,0.05039874
1967,162.5392,0.05039762
1968,162.6219,0.05039875
1969,162.7045,0.05039301
1970,162.7871,0.05038267
1971,162.8698,0.05037924
1972,162.9524,0.05037123
1973,163.035,0.05037699
1974,163.1177,0.05038156
1975,163.2003,0.05038039
1976,163.2829,0.05037812
1977,163.3656,0.05039421
1978,163.4482,0.05039877
1979,163.5308,0.05039189
1980,163.6135,0.05037583
1981,163.6961,0.05037352
1982,163.7788,0.05037927
1983,163.8614,0.05038156
1984,163.944,0.05038385
1985,164.0266,0.05037582
1986,164.1093,0.05036552
1987,164.1919,0.05035859
1988,164.2746,0.05037123
1989,164.3572,0.05037124
1990,164.4398,0.05036207
1991,164.5225,0.05034257
1992,164.6051,0.05034827
1993,164.6877,0.05035517
1994,164.7704,0.0503483
1995,164.853,0.05032997
1996,164.9356,0.05032422
1997,165.0183,0.05032651
1998,165.1009,0.05033338
1999,165.1836,0.05032652
2000,165.2662,0.05030589
2001,165.3488,0.05030015
2002,165.4315,0.05029786
2003,165.5141,0.05029897
2004,165.5967,0.0503024
2005,165.6794,0.05028175
2006,165.762,0.05027835
2007,165.8447,0.05027838
2008,165.9273,0.05027952
2009,166.01,0.0502761
2010,166.0926,0.05025771
2011,166.1752,0.05025774
2012,166.2579,0.0502612
2013,166.3405,0.05026235
2014,166.4231,0.05026693
2015,166.5058,0.05025773
2016,166.5884,0.05024054
2017,166.6711,0.05024281
2018,166.7537,0.05024968
2019,166.8363,0.05023711
2020,166.919,0.05022104
2021,167.0016,0.05020842
2022,167.0843,0.05020497
2023,167.1669,0.05020386
2024,167.2495,0.05019125
2025,167.3321,0.05017062
2026,167.4148,0.05014997
2027,167.4974,0.05013962
2028,167.58,0.05013736
2029,167.6627,0.0501282
2030,167.7453,0.05010757
2031,167.8279,0.05008806
2032,167.9105,0.05008232
2033,167.9932,0.05006967
2034,168.0758,0.05005478
2035,168.1584,0.05003759
2036,168.2411,0.05002725
2037,168.3237,0.05002493
2038,168.4064,0.05003187
2039,168.489,0.05001695
2040,168.5716,0.05000782
2041,168.6543,0.05000203
2042,168.7369,0.05002155
2043,168.8195,0.05002496
2044,168.9022,0.05002501
2045,168.9848,0.05001584
2046,169.0674,0.05002386
2047,169.1501,0.05003073
2048,169.2327,0.05003073
2049,169.3154,0.05001584
2050,169.398,0.04999978
2051,169.4806,0.04999633
2052,169.5633,0.05000667
2053,169.6459,0.05001585
2054,169.7285,0.05000439
2055,169.8112,0.04999172
2056,169.8938,0.04999403
2057,169.9765,0.04999977
2058,170.0591,0.04999289
2059,170.1418,0.04997799
2060,170.2244,0.0499688
2061,170.307,0.04997454
2062,170.3897,0.04998028
2063,170.4723,0.04997569
2064,170.555,0.04996769
2065,170.6376,0.04996308
2066,170.7203,0.04997914
2067,170.8029,0.04998256
2068,170.8855,0.04997456
2069,170.9682,0.04997113
2070,171.0508,0.04996881
2071,171.1335,0.04996425
2072,171.2161,0.04995849
2073,171.2988,0.04995045
2074,171.3814,0.04993786
2075,171.4641,0.04992636
2076,171.5467,0.04992867
2077,171.6294,0.0499287
